Chidamber-Kemerer metrics,sexta, 3 dez 2021 16:27:51 GMT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.jabref.logic.layout.format.ReplaceUnicodeLigaturesFormatter,6,2,5,0,17,8
org.jabref.logic.layout.format.ReplaceUnicodeLigaturesFormatterTest,1,1,1,0,8,5
org.jabref.logic.layout.format.RisAuthors,5,1,1,0,7,5
org.jabref.logic.layout.format.RisKeywords,6,1,1,0,7,4
org.jabref.logic.layout.format.RisKeywordsTest,2,1,4,0,7,5
org.jabref.logic.layout.format.RisMonth,4,1,1,0,5,2
org.jabref.logic.layout.format.RisMonthTest,1,1,4,0,6,4
org.jabref.logic.layout.format.ShortMonthFormatter,4,1,1,0,4,1
org.jabref.logic.layout.format.ShortMonthFormatterTest,2,1,2,0,8,4
org.jabref.logic.layout.format.ToLowerCase,3,1,1,0,2,2
org.jabref.logic.layout.format.ToLowerCaseTest,1,1,3,0,8,3
org.jabref.logic.layout.format.ToUpperCase,3,1,1,0,2,2
org.jabref.logic.layout.format.ToUpperCaseTest,1,1,2,0,6,2
org.jabref.logic.layout.format.WrapContent,3,2,1,0,6,6
org.jabref.logic.layout.format.WrapContentTest,3,1,2,0,8,3
org.jabref.logic.layout.format.WrapFileLinks,8,2,1,0,49,29
org.jabref.logic.layout.format.WrapFileLinks.FormatEntry,1,1,2,0,4,4
org.jabref.logic.layout.format.WrapFileLinksTest,2,1,1,0,29,18
org.jabref.logic.layout.format.XMLChars,5,1,1,0,21,14
org.jabref.logic.logging.JabRefLogger,1,1,1,0,10,3
org.jabref.logic.logging.LogMessages,2,1,2,0,9,5
org.jabref.logic.msbib.BibTeXConverter,11,1,1,0,31,18
org.jabref.logic.msbib.MSBibConverter,15,1,1,0,37,21
org.jabref.logic.msbib.MSBibDatabase,7,1,1,0,33,11
org.jabref.logic.msbib.MSBibEntry,10,1,1,0,67,40
org.jabref.logic.msbib.MSBibEntryType,1,n/a,2,n/a,2,0
org.jabref.logic.msbib.MSBibMapping,10,1,4,0,16,7
org.jabref.logic.msbib.MsBibAuthor,6,1,3,0,20,11
org.jabref.logic.msbib.MsBibAuthorTest,2,1,6,0,12,6
org.jabref.logic.msbib.PageNumbers,3,1,1,0,15,8
org.jabref.logic.net.ProgressInputStream,2,3,6,0,23,15
org.jabref.logic.net.ProxyAuthenticator,1,2,1,0,11,3
org.jabref.logic.net.ProxyPreferences,5,1,6,0,30,23
org.jabref.logic.net.ProxyRegisterer,3,1,1,0,9,4
org.jabref.logic.net.URLDownload,33,1,1,0,96,38
org.jabref.logic.net.URLDownloadTest,1,1,12,0,36,13
org.jabref.logic.net.URLUtilTest,1,1,3,0,8,3
org.jabref.logic.openoffice.OOUtil,8,1,3,0,36,35
org.jabref.logic.openoffice.OOUtil.Formatting,1,n/a,2,n/a,2,0
org.jabref.logic.openoffice.OpenOfficeFileSearch,4,1,1,0,27,10
org.jabref.logic.openoffice.OpenOfficePreferences,9,1,5,0,14,14
org.jabref.logic.openoffice.UndefinedBibtexEntry,4,2,1,0,3,2
org.jabref.logic.openoffice.UndefinedParagraphFormatException,3,3,1,0,3,2
org.jabref.logic.openoffice.action.EditInsert,16,1,2,0,26,7
org.jabref.logic.openoffice.action.EditMerge,15,1,1,0,48,28
org.jabref.logic.openoffice.action.EditMerge.JoinableGroupData,2,1,0,0,1,1
org.jabref.logic.openoffice.action.EditMerge.ScanState,2,1,1,0,3,2
org.jabref.logic.openoffice.action.EditSeparate,12,1,1,0,20,5
org.jabref.logic.openoffice.action.ExportCited,10,1,1,0,21,5
org.jabref.logic.openoffice.action.ExportCited.GenerateDatabaseResult,2,1,0,0,1,1
org.jabref.logic.openoffice.action.ManageCitations,3,1,2,0,6,3
org.jabref.logic.openoffice.action.Update,12,1,1,0,15,7
org.jabref.logic.openoffice.action.Update.SyncOptions,2,1,2,0,3,3
org.jabref.logic.openoffice.backend.Backend52,21,1,1,0,92,49
org.jabref.logic.openoffice.backend.Codec52,3,1,2,0,24,9
org.jabref.logic.openoffice.backend.Codec52.ParsedMarkName,3,1,0,0,2,1
org.jabref.logic.openoffice.backend.GetContext,1,1,1,0,14,8
org.jabref.logic.openoffice.backend.NamedRangeManagerReferenceMark,7,1,3,0,7,3
org.jabref.logic.openoffice.backend.NamedRangeReferenceMark,6,1,2,0,47,38
org.jabref.logic.openoffice.frontend.OOFrontend,35,1,2,0,88,41
org.jabref.logic.openoffice.frontend.RangeForOverlapCheck,2,1,2,0,3,3
org.jabref.logic.openoffice.frontend.UpdateBibliography,11,1,1,0,24,7
org.jabref.logic.openoffice.frontend.UpdateCitationMarkers,14,1,1,0,24,10
org.jabref.logic.openoffice.style.OOBibStyle,48,1,7,0,179,179
org.jabref.logic.openoffice.style.OOBibStyle.BibStyleMode,1,n/a,2,n/a,2,0
org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker,18,1,1,0,86,69
org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.AuthorYearMarkerPurpose,1,n/a,2,n/a,2,0
org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.CitationMarkerNormEntryWrap,5,1,4,0,9,6
org.jabref.logic.openoffice.style.OOBibStyleGetCitationMarker.FieldAndContent,2,1,0,0,1,1
org.jabref.logic.openoffice.style.OOBibStyleGetNumCitationMarker,6,1,1,0,45,32
org.jabref.logic.openoffice.style.OOBibStyleTest,16,1,1,0,102,44
org.jabref.logic.openoffice.style.OOBibStyleTestHelper,14,1,4,0,42,15
org.jabref.logic.openoffice.style.OOBibStyleTestHelper.CitationMarkerNumericBibEntryImpl,2,1,2,0,3,3
org.jabref.logic.openoffice.style.OOBibStyleTestHelper.CitationMarkerNumericEntryImpl,4,1,3,0,7,5
org.jabref.logic.openoffice.style.OOFormatBibliography,18,1,1,0,46,18
org.jabref.logic.openoffice.style.OOPreFormatter,9,1,1,0,20,29
org.jabref.logic.openoffice.style.OOPreFormatterTest,1,1,7,0,9,7
org.jabref.logic.openoffice.style.OOProcess,12,1,2,0,18,9
org.jabref.logic.openoffice.style.OOProcessAuthorYearMarkers,12,1,1,0,38,17
org.jabref.logic.openoffice.style.OOProcessCitationKeyMarkers,7,1,1,0,13,3
org.jabref.logic.openoffice.style.OOProcessNumericMarkers,8,1,1,0,12,4
org.jabref.logic.openoffice.style.StyleLoader,9,1,1,0,35,18
org.jabref.logic.openoffice.style.StyleLoaderTest,4,1,1,0,50,25
org.jabref.logic.pdf.AnnotationImporter,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.pdf.EntryAnnotationImporter,9,1,1,0,16,4
org.jabref.logic.pdf.EntryAnnotationImporterTest,6,1,1,0,16,3
org.jabref.logic.pdf.FileAnnotationCache,9,1,1,0,16,5
org.jabref.logic.pdf.PdfAnnotationImporter,6,1,1,0,52,17
org.jabref.logic.pdf.PdfAnnotationImporterTest,4,1,1,0,28,16
org.jabref.logic.pdf.TextExtractor,1,1,1,0,20,7
org.jabref.logic.pdf.search.indexing.DocumentReader,9,1,1,0,58,16
org.jabref.logic.pdf.search.indexing.DocumentReaderTest,5,1,3,0,25,4
org.jabref.logic.pdf.search.indexing.IndexingTaskManager,11,2,2,0,32,17
org.jabref.logic.pdf.search.indexing.PdfIndexer,15,1,2,0,54,25
org.jabref.logic.pdf.search.indexing.PdfIndexerTest,8,1,1,0,37,8
org.jabref.logic.pdf.search.retrieval.PdfSearcher,11,1,2,0,21,6
org.jabref.logic.pdf.search.retrieval.PdfSearcherTest,10,1,1,0,35,9
org.jabref.logic.preferences.DOIPreferences,9,1,2,0,13,7
org.jabref.logic.preferences.OwnerPreferences,6,1,3,0,16,10
org.jabref.logic.preferences.TimestampPreferences,18,1,6,0,17,11
org.jabref.logic.preview.PreviewLayout,n/a,n/a,n/a,n/a,6,n/a
org.jabref.logic.protectedterms.ProtectedTermsList,12,1,2,0,26,18
org.jabref.logic.protectedterms.ProtectedTermsListTest,1,1,1,0,35,14
org.jabref.logic.protectedterms.ProtectedTermsLoader,16,1,1,0,48,25
org.jabref.logic.protectedterms.ProtectedTermsLoaderTest,4,1,17,0,49,22
org.jabref.logic.protectedterms.ProtectedTermsParser,3,1,1,0,26,8
org.jabref.logic.protectedterms.ProtectedTermsPreferences,8,1,4,0,13,9
org.jabref.logic.remote.RemoteCommunicationTest,4,1,1,0,16,7
org.jabref.logic.remote.RemotePreferences,7,1,3,0,16,9
org.jabref.logic.remote.RemotePreferencesTest,1,1,1,0,16,7
org.jabref.logic.remote.RemoteSetupTest,5,1,4,0,35,8
org.jabref.logic.remote.RemoteUtil,2,1,1,0,2,2
org.jabref.logic.remote.RemoteUtilTest,1,1,4,0,7,4
org.jabref.logic.remote.client.RemoteClient,7,1,1,0,22,5
org.jabref.logic.remote.server.MessageHandler,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.remote.server.RemoteListenerServer,6,1,1,0,20,9
org.jabref.logic.remote.server.RemoteListenerServerLifecycle,9,1,1,0,14,10
org.jabref.logic.remote.server.RemoteListenerServerThread,4,2,1,0,11,3
org.jabref.logic.remote.shared.Protocol,4,1,1,0,24,10
org.jabref.logic.remote.shared.RemoteMessage,3,n/a,2,n/a,2,0
org.jabref.logic.search.DatabaseSearcher,6,1,1,0,14,3
org.jabref.logic.search.DatabaseSearcherTest,8,1,1,0,23,11
org.jabref.logic.search.SearchQuery,25,1,1,0,39,26
org.jabref.logic.search.SearchQuery.EscapeMode,1,n/a,3,n/a,4,2
org.jabref.logic.search.SearchQueryTest,6,1,7,0,53,30
org.jabref.logic.shared.DBMSConnection,12,1,3,0,22,6
org.jabref.logic.shared.DBMSConnectionProperties,11,1,2,0,44,26
org.jabref.logic.shared.DBMSConnectionPropertiesBuilder,6,1,1,0,13,12
org.jabref.logic.shared.DBMSConnectionPropertiesTest,3,1,2,0,14,2
org.jabref.logic.shared.DBMSConnectionTest,3,1,1,0,13,1
org.jabref.logic.shared.DBMSProcessor,18,1,6,3,106,61
org.jabref.logic.shared.DBMSProcessorTest,13,1,1,0,98,36
org.jabref.logic.shared.DBMSSynchronizer,36,1,1,0,108,51
org.jabref.logic.shared.DBMSSynchronizerTest,22,1,1,0,69,13
org.jabref.logic.shared.DBMSType,16,n/a,5,n/a,13,6
org.jabref.logic.shared.DBMSTypeTest,1,1,7,0,33,21
org.jabref.logic.shared.DatabaseConnection,n/a,n/a,n/a,n/a,2,n/a
org.jabref.logic.shared.DatabaseConnectionProperties,n/a,n/a,n/a,n/a,11,n/a
org.jabref.logic.shared.DatabaseLocation,8,n/a,2,n/a,2,0
org.jabref.logic.shared.DatabaseNotSupportedException,4,3,0,0,2,1
org.jabref.logic.shared.DatabaseSynchronizer,n/a,n/a,n/a,n/a,8,n/a
org.jabref.logic.shared.MySQLProcessor,2,2,2,0,6,3
org.jabref.logic.shared.OracleProcessor,8,2,2,0,48,14
org.jabref.logic.shared.PostgreSQLProcessor,8,2,1,0,33,11
org.jabref.logic.shared.SynchronizationTestEventListener,3,1,2,0,4,4
org.jabref.logic.shared.SynchronizationTestSimulator,15,1,1,0,41,8
org.jabref.logic.shared.TestConnector,8,1,1,0,13,6
org.jabref.logic.shared.TestManager,6,1,1,0,11,5
org.jabref.logic.shared.event.ConnectionLostEvent,3,1,1,0,2,2
org.jabref.logic.shared.event.SharedEntriesNotPresentEvent,5,1,1,0,2,2
org.jabref.logic.shared.event.UpdateRefusedEvent,5,1,3,0,4,4
org.jabref.logic.shared.exception.InvalidDBMSConnectionPropertiesException,3,3,0,0,2,1
org.jabref.logic.shared.exception.NotASharedDatabaseException,1,3,0,0,2,1
org.jabref.logic.shared.exception.OfflineLockException,4,3,2,0,4,3
org.jabref.logic.shared.exception.SharedEntryNotPresentException,1,3,1,0,3,2
org.jabref.logic.shared.listener.OracleNotificationListener,2,1,1,0,3,2
org.jabref.logic.shared.listener.PostgresSQLNotificationListener,3,1,1,0,10,7
org.jabref.logic.shared.prefs.SharedDatabasePreferences,9,1,2,0,53,27
org.jabref.logic.shared.security.Password,4,1,2,0,21,5
org.jabref.logic.shared.security.PasswordTest,1,1,2,0,8,2
org.jabref.logic.texparser.DefaultLatexParser,7,1,1,0,44,22
org.jabref.logic.texparser.DefaultTexParserTest,2,1,6,0,34,14
org.jabref.logic.texparser.LatexParser,n/a,n/a,n/a,n/a,3,n/a
org.jabref.logic.texparser.LatexParserTest,12,1,1,0,34,3
org.jabref.logic.texparser.TexBibEntriesResolver,14,1,1,0,44,4
org.jabref.logic.texparser.TexBibEntriesResolverTest,12,1,1,0,28,7
org.jabref.logic.undo.AddUndoableActionEvent,3,2,0,0,2,1
org.jabref.logic.undo.UndoChangeEvent,3,1,4,2,5,5
org.jabref.logic.undo.UndoRedoEvent,3,2,0,0,2,1
org.jabref.logic.util.BuildInfo,17,1,1,0,17,5
org.jabref.logic.util.BuildInfoTest,2,1,2,0,8,3
org.jabref.logic.util.CoarseChangeFilter,10,1,2,0,26,6
org.jabref.logic.util.DelayTaskThrottler,6,1,1,0,15,8
org.jabref.logic.util.DevelopmentStageTest,3,1,1,0,10,4
org.jabref.logic.util.ExternalLinkCreator,4,1,1,0,7,1
org.jabref.logic.util.ExternalLinkCreatorTest,3,1,2,0,16,4
org.jabref.logic.util.FileType,n/a,n/a,n/a,n/a,7,n/a
org.jabref.logic.util.MetadataSerializationConfiguration,2,1,0,0,1,1
org.jabref.logic.util.OS,57,1,0,0,6,1
org.jabref.logic.util.StandardFileType,82,n/a,3,n/a,15,4
org.jabref.logic.util.TestEntry,7,1,1,0,8,3
org.jabref.logic.util.UnknownFileType,3,1,1,0,15,9
org.jabref.logic.util.UpdateField,12,1,2,0,24,16
org.jabref.logic.util.UpdateFieldTest,6,1,1,0,58,29
org.jabref.logic.util.Version,13,1,1,0,53,39
org.jabref.logic.util.Version.DevelopmentStage,2,n/a,4,n/a,8,7
org.jabref.logic.util.VersionTest,2,1,32,0,58,39
org.jabref.logic.util.io.AutoLinkPreferences,8,1,4,0,22,13
org.jabref.logic.util.io.AutoLinkPreferences.CitationKeyDependency,5,n/a,2,n/a,2,0
org.jabref.logic.util.io.CitationKeyBasedFileFinder,8,1,1,0,35,11
org.jabref.logic.util.io.CitationKeyBasedFileFinderTest,4,1,1,0,18,5
org.jabref.logic.util.io.DatabaseFileLookup,6,1,2,0,21,4
org.jabref.logic.util.io.FileFinder,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.util.io.FileFinders,6,1,1,0,6,4
org.jabref.logic.util.io.FileHistory,4,1,1,0,16,8
org.jabref.logic.util.io.FileHistoryTest,1,1,1,0,21,7
org.jabref.logic.util.io.FileNameCleaner,3,1,1,0,11,8
org.jabref.logic.util.io.FileNameCleanerTest,1,1,4,0,7,4
org.jabref.logic.util.io.FileNameUniqueness,5,1,2,0,24,12
org.jabref.logic.util.io.FileNameUniquenessTest,2,1,5,0,19,9
org.jabref.logic.util.io.FileUtil,46,1,9,0,96,41
org.jabref.logic.util.io.FileUtilTest,5,1,22,0,89,50
org.jabref.logic.util.io.RegExpBasedFileFinder,8,1,2,0,51,22
org.jabref.logic.util.io.RegExpBasedFileFinderTests,4,1,1,0,27,10
org.jabref.logic.util.io.XMLUtil,3,1,3,0,31,11
org.jabref.logic.util.io.XMLUtil.NodeListWrapper,1,3,1,0,5,3
org.jabref.logic.util.strings.HTMLUnicodeConversionMaps,5,1,1,0,9,11
org.jabref.logic.util.strings.QuotedStringTokenizer,1,1,1,0,10,9
org.jabref.logic.util.strings.RtfCharMap,1,1,1,0,6,3
org.jabref.logic.util.strings.StringLengthComparator,3,1,1,0,2,3
org.jabref.logic.util.strings.StringLengthComparatorTest,1,1,2,0,7,3
org.jabref.logic.util.strings.StringManipulator,9,1,1,0,17,15
org.jabref.logic.util.strings.StringManipulator.Direction,2,n/a,2,n/a,3,1
org.jabref.logic.util.strings.StringManipulator.LetterCase,1,n/a,2,n/a,2,0
org.jabref.logic.util.strings.StringManipulatorTest,3,1,3,0,25,15
org.jabref.logic.util.strings.StringSimilarity,4,1,1,0,5,2
org.jabref.logic.util.strings.StringSimilarityTest,1,1,1,0,4,1
org.jabref.logic.util.strings.UnicodeLigaturesMap,1,3,0,0,2,1
org.jabref.logic.util.strings.XmlCharsMap,1,3,0,0,2,1
org.jabref.logic.xmp.DocumentInformationExtractor,7,1,1,0,29,15
org.jabref.logic.xmp.DublinCoreExtractor,16,1,1,0,97,56
org.jabref.logic.xmp.EncryptedPdfsNotSupportedException,5,4,0,0,0,0
org.jabref.logic.xmp.XmpPreferences,35,1,3,0,4,4
org.jabref.logic.xmp.XmpUtilReader,12,1,1,0,41,14
org.jabref.logic.xmp.XmpUtilReaderTest,10,1,1,0,34,6
org.jabref.logic.xmp.XmpUtilShared,7,1,2,0,12,3
org.jabref.logic.xmp.XmpUtilWriter,14,1,1,0,69,28
org.jabref.logic.xmp.XmpUtilWriterTest,7,1,1,0,33,5
org.jabref.migrations.ConvertLegacyExplicitGroups,11,1,1,0,19,8
org.jabref.migrations.ConvertLegacyExplicitGroupsTest,10,1,1,0,22,5
org.jabref.migrations.ConvertMarkingToGroups,14,1,1,0,34,9
org.jabref.migrations.ConvertMarkingToGroupsTest,9,1,1,0,16,1
org.jabref.migrations.CustomEntryTypePreferenceMigration,9,1,1,0,28,6
org.jabref.migrations.MergeReviewIntoCommentActionMigrationTest,6,1,1,0,18,7
org.jabref.migrations.MergeReviewIntoCommentMigration,7,1,1,0,31,11
org.jabref.migrations.PostOpenMigration,n/a,n/a,n/a,n/a,1,n/a
org.jabref.migrations.PreferencesMigrations,15,1,1,0,83,49
org.jabref.migrations.PreferencesMigrationsTest,2,1,1,0,36,12
org.jabref.migrations.SpecialFieldsToSeparateFields,10,1,3,0,24,6
org.jabref.migrations.SpecialFieldsToSeparateFieldsTest,5,1,1,0,14,5
org.jabref.model.ChainNode,3,1,1,1,15,15
org.jabref.model.FieldChange,52,1,4,0,15,20
org.jabref.model.FieldChangeTest,3,1,2,0,13,7
org.jabref.model.TreeNode,25,1,1,3,62,69
org.jabref.model.TreeNodeTest,4,1,67,0,129,71
org.jabref.model.TreeNodeTest.WrongTreeNodeImplementation,3,2,1,0,3,2
org.jabref.model.TreeNodeTestData,4,1,3,0,7,5
org.jabref.model.TreeNodeTestData.TreeNodeMock,5,2,1,0,7,6
org.jabref.model.database.BibDatabase,238,1,5,0,156,85
org.jabref.model.database.BibDatabaseContext,264,1,3,0,73,33
org.jabref.model.database.BibDatabaseContextTest,7,1,4,0,41,12
org.jabref.model.database.BibDatabaseMode,72,n/a,2,n/a,8,6
org.jabref.model.database.BibDatabaseModeDetection,10,1,1,0,6,3
org.jabref.model.database.BibDatabaseModeDetectionTest,8,1,1,0,13,6
org.jabref.model.database.BibDatabaseTest,10,1,1,0,118,48
org.jabref.model.database.BibDatabases,4,1,1,0,8,2
org.jabref.model.database.DuplicationCheckerTest,2,1,1,0,15,8
org.jabref.model.database.KeyChangeListener,9,1,1,0,28,15
org.jabref.model.database.KeyChangeListenerTest,4,1,1,0,21,8
org.jabref.model.database.KeyCollisionException,6,4,1,0,9,5
org.jabref.model.database.event.AutosaveEvent,3,1,0,0,0,0
org.jabref.model.database.event.AutosaveEventTest,1,1,1,0,2,1
org.jabref.model.database.event.BibDatabaseContextChangedEvent,8,1,1,3,4,4
org.jabref.model.database.event.ChangePropagation,2,n/a,2,n/a,2,0
org.jabref.model.database.event.EntriesAddedEvent,11,3,1,0,4,3
org.jabref.model.database.event.EntriesRemovedEvent,11,3,0,0,4,2
org.jabref.model.entry.Author,31,1,3,0,45,54
org.jabref.model.entry.AuthorList,57,1,4,0,57,36
org.jabref.model.entry.AuthorListTest,2,1,64,0,177,125
org.jabref.model.entry.AuthorTest,1,1,11,0,13,11
org.jabref.model.entry.BibEntry,616,1,4,1,179,144
org.jabref.model.entry.BibEntryTest,15,1,1,0,153,87
org.jabref.model.entry.BibEntryType,46,1,2,0,42,20
org.jabref.model.entry.BibEntryTypeBuilder,14,1,1,0,24,11
org.jabref.model.entry.BibEntryTypesManager,71,1,2,0,56,26
org.jabref.model.entry.BibEntryTypesManager.InternalEntryTypes,3,1,1,0,22,8
org.jabref.model.entry.BibEntryTypesManagerTest,15,1,1,0,57,18
org.jabref.model.entry.BibtexString,27,1,1,0,23,20
org.jabref.model.entry.BibtexString.Type,3,n/a,2,n/a,9,6
org.jabref.model.entry.BibtexStringTest,3,1,9,0,25,12
org.jabref.model.entry.CanonicalBibEntry,6,1,1,0,32,5
org.jabref.model.entry.CanonicalBibEntryTest,5,1,2,0,10,3
org.jabref.model.entry.CrossrefTest,6,1,2,0,27,14
org.jabref.model.entry.Date,14,1,4,0,46,23
org.jabref.model.entry.DateTest,1,1,7,0,19,7
org.jabref.model.entry.EntryConverter,6,1,0,0,8,1
org.jabref.model.entry.EntryLinkList,5,1,1,0,14,5
org.jabref.model.entry.EntryLinkListTest,5,1,2,0,30,10
org.jabref.model.entry.EntryTypeFactoryTest,3,1,1,0,3,1
org.jabref.model.entry.IdGenerator,4,1,1,0,6,2
org.jabref.model.entry.IdGeneratorTest,1,1,1,0,6,2
org.jabref.model.entry.Keyword,17,2,2,0,32,16
org.jabref.model.entry.KeywordList,15,1,1,0,65,37
org.jabref.model.entry.KeywordListTest,2,1,12,0,22,13
org.jabref.model.entry.KeywordTest,2,1,2,0,10,2
org.jabref.model.entry.LinkedFile,77,1,2,0,50,30
org.jabref.model.entry.Month,33,n/a,4,n/a,24,31
org.jabref.model.entry.MonthTest,1,1,11,0,41,26
org.jabref.model.entry.ParsedEntryLink,6,1,1,0,14,10
org.jabref.model.entry.SharedBibEntryData,9,1,2,0,5,5
org.jabref.model.entry.event.EntriesEvent,14,2,2,3,6,4
org.jabref.model.entry.event.EntriesEventSource,17,n/a,2,n/a,2,0
org.jabref.model.entry.event.EntryChangedEvent,11,3,1,1,8,3
org.jabref.model.entry.event.FieldAddedOrRemovedEvent,4,5,0,0,2,1
org.jabref.model.entry.event.FieldChangedEvent,11,4,5,1,18,13
org.jabref.model.entry.field.BibField,16,1,2,0,11,9
org.jabref.model.entry.field.BibFieldTest,3,1,1,0,5,2
org.jabref.model.entry.field.Field,n/a,n/a,n/a,n/a,10,n/a
org.jabref.model.entry.field.FieldFactory,63,1,8,0,55,21
org.jabref.model.entry.field.FieldFactoryTest,2,1,2,0,5,2
org.jabref.model.entry.field.FieldPriority,10,n/a,2,n/a,2,0
org.jabref.model.entry.field.FieldProperty,19,n/a,2,n/a,2,0
org.jabref.model.entry.field.IEEEField,5,n/a,4,n/a,13,5
org.jabref.model.entry.field.InternalField,53,n/a,4,n/a,16,7
org.jabref.model.entry.field.OrFields,24,5,3,0,17,7
org.jabref.model.entry.field.SpecialField,24,n/a,7,n/a,27,10
org.jabref.model.entry.field.SpecialFieldTest,1,1,2,0,6,2
org.jabref.model.entry.field.SpecialFieldValue,9,n/a,4,n/a,10,5
org.jabref.model.entry.field.StandardField,324,n/a,5,n/a,19,10
org.jabref.model.entry.field.StandardFieldTest,1,1,1,0,2,1
org.jabref.model.entry.field.UnknownField,71,1,3,0,12,9
org.jabref.model.entry.field.UnknownFieldTest,1,1,2,0,4,2
org.jabref.model.entry.identifier.ArXivIdentifier,13,1,4,0,27,21
org.jabref.model.entry.identifier.ArXivIdentifierTest,1,1,25,0,35,25
org.jabref.model.entry.identifier.DOI,37,1,5,0,41,24
org.jabref.model.entry.identifier.DOITest,1,1,14,0,28,14
org.jabref.model.entry.identifier.ISBN,10,1,2,0,29,24
org.jabref.model.entry.identifier.ISBNTest,1,1,12,0,19,12
org.jabref.model.entry.identifier.ISSN,3,1,1,0,13,10
org.jabref.model.entry.identifier.ISSNTest,1,1,10,0,18,10
org.jabref.model.entry.identifier.IacrEprint,5,1,4,0,26,8
org.jabref.model.entry.identifier.IacrEprintTest,1,1,4,0,11,4
org.jabref.model.entry.identifier.Identifier,n/a,n/a,n/a,n/a,3,n/a
org.jabref.model.entry.identifier.MathSciNetId,7,1,3,0,18,10
org.jabref.model.entry.identifier.MathSciNetIdTest,1,1,1,0,5,1
org.jabref.model.entry.types.BiblatexEntryTypeDefinitions,11,1,0,0,14,0
org.jabref.model.entry.types.BiblatexSoftwareEntryTypeDefinitions,8,1,0,0,8,0
org.jabref.model.entry.types.BibtexEntryTypeDefinitions,11,1,0,0,9,1
org.jabref.model.entry.types.EntryType,n/a,n/a,n/a,n/a,2,n/a
org.jabref.model.entry.types.EntryTypeFactory,29,1,3,0,27,8
org.jabref.model.entry.types.IEEETranEntryType,14,n/a,2,n/a,11,4
org.jabref.model.entry.types.IEEETranEntryTypeDefinitions,10,1,0,0,8,1
org.jabref.model.entry.types.StandardEntryType,135,n/a,3,n/a,6,3
org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType,3,n/a,2,n/a,11,4
org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryTypeDefinitions,5,1,0,0,7,1
org.jabref.model.entry.types.UnknownEntryType,12,1,1,0,12,8
org.jabref.model.event.TestEventListener,6,1,3,0,10,7
org.jabref.model.groups.AbstractGroup,35,1,9,6,33,28
org.jabref.model.groups.AllEntriesGroup,16,2,3,0,10,6
org.jabref.model.groups.AutomaticGroup,12,2,3,2,10,4
org.jabref.model.groups.AutomaticKeywordGroup,18,3,1,0,28,11
org.jabref.model.groups.AutomaticKeywordGroupTest,6,1,1,0,12,3
org.jabref.model.groups.AutomaticPersonsGroup,13,3,1,0,17,8
org.jabref.model.groups.AutomaticPersonsGroupTest,7,1,1,0,18,5
org.jabref.model.groups.ExplicitGroup,25,4,2,0,23,10
org.jabref.model.groups.ExplicitGroupTest,6,1,1,0,21,10
org.jabref.model.groups.GroupEntryChanger,n/a,n/a,n/a,n/a,5,n/a
org.jabref.model.groups.GroupHierarchyType,39,n/a,2,n/a,3,2
org.jabref.model.groups.GroupTreeNode,49,2,1,0,64,48
org.jabref.model.groups.GroupTreeNodeTest,17,1,1,0,65,29
org.jabref.model.groups.KeywordGroup,16,2,4,3,13,10
org.jabref.model.groups.LastNameGroup,10,3,2,0,19,4
org.jabref.model.groups.RegexKeywordGroup,10,3,2,0,19,9
org.jabref.model.groups.SearchGroup,14,2,2,0,20,11
org.jabref.model.groups.SearchGroupTest,6,1,1,0,14,4
org.jabref.model.groups.TexGroup,17,2,3,0,43,20
org.jabref.model.groups.TexGroupTest,7,1,1,0,22,4
org.jabref.model.groups.WordKeywordGroup,27,3,2,1,31,21
org.jabref.model.groups.WordKeywordGroup.KeywordListSearchStrategy,6,1,1,0,5,2
org.jabref.model.groups.WordKeywordGroup.SearchStrategy,n/a,n/a,n/a,n/a,1,n/a
org.jabref.model.groups.WordKeywordGroup.StringSearchStrategy,5,1,1,0,7,3
org.jabref.model.groups.WordKeywordGroup.TypeSearchStrategy,8,1,1,0,13,2
org.jabref.model.groups.WordKeywordGroupTest,5,1,1,0,25,14
org.jabref.model.groups.event.GroupUpdatedEvent,2,2,1,0,2,2
org.jabref.model.metadata.ContentSelector,9,1,2,0,11,8
org.jabref.model.metadata.ContentSelectors,6,1,2,0,26,17
org.jabref.model.metadata.MetaData,78,1,3,0,89,54
org.jabref.model.metadata.MetaDataTest,1,1,1,0,6,2
org.jabref.model.metadata.SaveOrderConfig,18,1,2,0,31,18
org.jabref.model.metadata.SaveOrderConfig.OrderType,6,n/a,3,n/a,5,5
org.jabref.model.metadata.SaveOrderConfig.SortCriterion,9,1,0,0,10,8
org.jabref.model.metadata.event.MetaDataChangedEvent,3,2,1,0,3,2
org.jabref.model.openoffice.CitationEntry,6,1,3,0,14,11
org.jabref.model.openoffice.CitationEntryTest,1,1,6,0,21,6
org.jabref.model.openoffice.backend.NamedRange,n/a,n/a,n/a,n/a,6,n/a
